CID,CD_DESCRICAO
V741,Passageiro acid n-trans
X498,Outr locais espec
Z519,Cuidado medico NE
V102,Ciclista NE em acid n-trans
Y083,Area p/a pratica de esportes e atletismo
T374,Anti-helminticos
A250,Espirilose
B972,Coronavirus como doenc class outr cap
X096,Areas industriais e em construcao
S860,Traum do tendao de Aquiles
M018,Artrite em outr doenc infecc e parasit COP
F480,Neurastenia
S421,Frat da omoplata
C538,Lesao invasiva do colo do utero
V369,Ocup NE acid trans
X30,Exposicao a calor natural excessivo
Y043,Area p/a pratica de esportes e atletismo
W768,Outr locais espec
C65,Neopl malig da pelve renal
S051,Contusao do globo ocular e dos tec da orbita
O631,Prolongamento do segundo periodo
Q874,Sindr de Marfan
M905,Osteonecrose em outr doenc COP
X977,Fazenda
K739,Hepatite cronica SOE
F939,Transt emocional da infancia NE
M146,Artropatia neuropatica
Q775,Displasia diastrofica
W327,Fazenda
W504,Rua e estrada
N736,Aderencias pelviperitonais femin
T269,Corrosao do olho e anexos parte NE
W792,Escolas outr instit areas admin publica
W404,Rua e estrada
L652,Alopecia mucinosa
P014,Fet rec-nasc afetados p/gravidez ectopica
T131,Ferim de membro infer nivel NE
Z32,Exame ou teste de gravidez
Y046,Areas industriais e em construcao
B391,Histoplasmose pulmonar cronic p/H.capsulatum
H302,Ciclite posterior
D539,Anemia nutricional NE
Z870,Historia pessoal de doenc aparelho respirat
S259,Traum de vaso sanguineo NE do torax
Z539,Proced nao realizado p/razao NE
H913,Surdo-mudez NCOP
D42,Neopl comp incerto/desconhecido meninges
W182,Escolas outr instit areas admin publica
J702,Transt pulm interstic agudos induz p/droga
L853,Xerose cutanea
L01,Impetigo
X174,Rua e estrada
D097,Carcinoma in situ de outr localiz espec
R066,Soluco
O21,Vomitos excessivos na gravidez
N063,Glomerulonefrite prolifer mesangial difusa
Y318,Outr locais espec
Y292,Escolas outr instit areas admin publica
K282,Aguda c/hemorragia e perfuracao
L943,Esclerodactilia
X327,Fazenda
I52,Outr afeccoes cardiacas em doenc COP
C639,Orgao genital masc NE
X953,Area p/a pratica de esportes e atletismo
A878,Outr meningites virais
L816,Outr transt lig diminuicao formacao melanina
V828,Outr acid transp espec
Y913,Intox alcoolica muito grave
N429,Afeccao NE da prostata
W740,Residencia
Y079,Outr sindr de maus tratos p/pessoa NE
I092,Pericardite reumatica cronica
W25,Contato c/vidro cortante
H300,Inflam coriorretiniana focal
C502,Quadrante super interno da mama
T018,Ferim envolv outr combinacoes regioes corpo
Q272,Outr malformacoes congen da arteria renal
D447,Corpos aorticos e outr paraganglios
O744,Reacao toxica anest local trab parto e parto
P590,Ictericia neonatal assoc ao parto prematuro
E611,Defic de ferro
A560,Infecc p/clamidias trato geniturinario infer
S747,Traum de nervos mult ao nivel quadril e coxa
P818,Outr disturb espec regulacao term rec-nasc
W240,Residencia
T579,Subst inorganica NE
S798,Outr traum espec do quadril e da coxa
P003,Fet rec-nasc afet outr doenc circ resp mat
W043,Area p/a pratica de esportes e atletismo
S640,Traum do nervo cubital ao nivel punho e mao
T068,Outr traum espec envolv regioes mult corpo
Z970,Presenca de olho artificial
H162,Ceratoconjuntivite
F04,Sindr amnes org n ind alcool out subst psic
Q771,Nanismo tanatoforico
V132,Ciclista NE em acid n-trans
C310,Seio maxilar
D015,Figado vesicula biliar e vias biliares
W994,Rua e estrada
Z548,Convalescenca apos outr tratamento
X417,Fazenda
D177,Neoplasia lipomatosa benigna de outr localiz
M060,Artrite reumatoide soro-negativa
P56,Hidropsia fetal dev doenc hemolitica
C518,Lesao invasiva da vulva
Y013,Area p/a pratica de esportes e atletismo
Z356,Supervisao de primigesta muito jovem
X660,Residencia
E010,Bocio difuso p/defic de iodo
X377,Fazenda
W435,Areas de comercio e de servicos
V675,Condutor acid trans
T810,Hemorragia e hematoma complic proced NCOP
I151,Hipertensao secund a outr afeccoes renais
S396,Traum org intra-abdominais c/orgaos pelvicos
Z505,Reabilitacao da linguagem
K522,Gastroenterite colite alerg ligadas a dieta
N982,Complic relac tent introd ovulo fecund artif
D130,Esofago
K081,Perda dent dev acid extr doenc periodont loc
Q862,Dismorfismo dev Warfarin
M619,Calcificacao e ossificacao de musculo NE
S72,Frat do femur
X130,Residencia
J019,Sinusite aguda NE
X544,Rua e estrada
G998,Outr transt espec do sist nervoso doenc COP
H191,Ceratite ceratoconjunt virus herpes simples
R491,Afonia
T13,Outr traum de membro infer nivel NE
O65,Obstr trab parto dev anorm pelvica da mae
Q078,Outr malformacoes congen espec sist nervoso
Z353,Superv grav historia assist pre-natal insuf
L670,Tricorrexe nodosa
X438,Outr locais espec
W166,Areas industriais e em construcao
R098,Outr sint sinais espec rel ap circul respir
K270,Aguda c/hemorragia
W737,Fazenda
W439,Local NE
A833,Encefalite de St. Louis
D354,Gland pineal
F662,Transt do relacionamento sexual
P155,Lesao org genitais externos dev traum parto
N743,Infecc gonococica pelvica femin
L98,Outr afeccoes da pele e tec subcutaneo NCOP
X542,Escolas outr instit areas admin publica
D14,Neopl benig ouvido medio e aparelho respirat
G959,Doenc NE da medula espinal
O325,Assist prest mae gest mult apres anorm fetos
B084,Estomatite vesic dev enterovirus c/exantema
T329,Corrosoes envolv 90% ou mais superf corporal
C041,Assoalho lateral da boca
G44,Outr sindr de algias cefalicas
W176,Areas industriais e em construcao
Q983,Outr homem c/cariotipo 46 XX
F193,Sindr de abstinencia
T924,Sequelas de traum de nervo de membro super
C932,Leucemia monocitica subaguda
M460,Entesopatia vertebral
R041,Hemorragia da garganta
R201,Hipoestesia cutanea
R890,Nivel enzimatico anormal
M160,Coxartrose prim bilateral
T381,Hormonios tireoidianos e seus derivados
A838,Outr encefalites p/virus transm p/mosquitos
R410,Desorientacao NE
E893,Hipopituitarismo pos-proced
P350,Sindr da rubeola congen
W776,Areas industriais e em construcao
Y090,Residencia
V952,Acid out aeron asa fix part caus traum ocup
T052,Amput traum de ambos os bracos
S28,Lesao p/esmag torax amput traum parte torax
O354,Assist prest mae lesao caus feto alcool mat
L548,Eritema em outr doenc COP
G948,Outr transt encefalicos espec em doenc COP
J955,Estenose subglotica pos-proced
H61,Outr transt do ouvido externo
X83,Lesao autoprov intenc p/outr meios espec
I455,Outr form espec de bloqueio cardiaco
K291,Outr gastrites agudas
Q67,Deform osteom cong cabeca face coluna torax
K931,Megacolon na doenc de Chagas
X484,Rua e estrada
D222,Nevo melanocitico orelha e cond auditivo ext
A413,Septicemia p/Haemophilus influenzae
Q064,Hidromielia
Z448,Colocacao e ajustamento outr ap protese ext
R857,Achados histolog anormais
V467,Pessoa viajando ext veic acid trans
V762,Pessoa viajando ext veic acid n-trans
H112,Cicatrizes da conjuntiva
H31,Outr transt da coroide
S052,Lacer rupt ocular c/prol perd tec intra-ocul
E23,Hipofuncao e outr transt da hipofise
V879,Outr acid transp espec envolv veic n-mot
M219,Deform adquir NE de membro
V506,Passageiro acid trans
F603,Transt de personalidade c/instab emocional
K06,Outr transt gengiva rebordo alveolar s/dent
F813,Transt misto de habilidades escolares
T88,Outr complic cuidados medicos cirurg NCOP
M18,Artrose prim articulacao carpometacarpiana
Q357,Fenda da uvula
T19,Corpo estranho no trato geniturinario
T226,Corrosao 2.grau ombr membr sup exc punho mao
E282,Sindr do ovario policistico
L704,Acne infantil
T29,Queim e corrosoes de mult regioes do corpo
X122,Escolas outr instit areas admin publica
Y110,Residencia
A052,Intox alimentar dev Clostridium perfringens
D551,Anemia dev outr transt metabolismo glutation
D383,Mediastino
M359,Compr sistemico NE do tec conjuntivo
O068,Compl ou NE c/outr complic ou c/complic NE
B457,Criptococose disseminada
S110,Ferim envolv a laringe e a traqueia
W517,Fazenda
N088,Transt glomerulares em outr doenc COP
T691,Congelamento
H493,Oftalmoplegia total
B417,Paracoccidioidomicose disseminada
B011,Encefalite p/varicela
V937,Esqui aquatico
W151,Habitacao coletiva
P152,Lesao do esternomastoide dev traum de parto
X710,Residencia
P768,Outr obstrucoes intestinais espec rec-nasc
T841,Complic mec disp fixacao int ossos membros
T609,Pesticida NE
M624,Contratura de musculo
S336,Entorse e distensao articulacao sacroiliaca
R908,Out resul anorm exam diag imag sis nerv cent
F200,Esquizofrenia paranoide
B957,Outr estafilococo causa doenc class outr cap
X435,Areas de comercio e de servicos
D589,Anemia hemolitica hereditaria NE
Z529,Doador de orgao ou tec NE
D11,Neopl benig de gland salivares maiores
T811,Choque durante ou resultante de proced NCOP
D561,Talassemia beta
D239,Pele NE
M229,Transt da rotula NE
Q505,Cisto embrionario do ligamento largo
Y323,Area p/a pratica de esportes e atletismo
O34,Assist prest mae anor conh susp org pelv mat
G518,Outr transt do nervo facial
X687,Fazenda
Q840,Alopecia congen
I279,Cardiopatia pulmonar NE
E85,Amiloidose
S52,Frat do antebraco
W045,Areas de comercio e de servicos
I609,Hemorragia subaracnoide NE
R57,Choque NCOP
M653,Dedo em gatilho
S961,Traum musc tend exten long artel niv torn pe
O715,Outr lesoes obstetricas aos orgaos pelvicos
M549,Dorsalgia NE
Q322,Broncomalacia congen
Q458,Outr malform congen espec aparelho digestivo
K67,Compr do peritonio em doenc infecc COP
Y072,Outr sindr de maus tratos p/conhecido amigo
Z92,Historia pessoal de tratamento medico
X781,Habitacao coletiva
W44,Penetr corpo estranho olho orificio natural
E568,Defic de outr vitaminas
T371,Drogas antimicobacterianas
F524,Ejaculacao precoce
V69,Ocup veic tr pesado traum outr ac transp NE
B72,Dracontiase
G032,Meningite recorrente benigna
V884,Colis entre automovel e veic transp pesado
J960,Insuf respirat aguda
F183,Sindr de abstinencia
Z854,Historia pessoal neopl malig orgaos genitais
C413,Costelas esterno e clavicula
A161,Tuberc pulmonar s/exame bacter ou histolog
O11,Dist hipertens pre-exist proteinuria superp
V915,Caiaque ou canoa
J70,Afeccoes respirat dev outr agentes externos
F940,Mutismo eletivo
R568,Outr convulsoes e as NE
W399,Local NE
I511,Ruptura de cordoalha tendinea NCOP
W812,Escolas outr instit areas admin publica
Q225,Anomalia de Ebstein
S255,Traum de vasos sanguineos intercostais
Y523,Vasodilatadores coronarianos NCOP
I360,Estenose tricuspide nao-reumatica
C680,Uretra
D190,Tec mesotelial da pleura
N459,Orquite epidid epididimo-orquite s/menc absc
D758,Outr doenc espec sangue e org hematopoeticos
F381,Outr transt do humor recorrentes
T159,Corpo estranho parte NE regiao externa olho
Z031,Observacao p/suspeita de neopl malig
E281,Excesso de androgenos
V384,Pessoa ao subir ou descer do veic
L048,Linfadenite aguda de outr localiz
M708,Outr transt tec moles relac uso excess press
V130,Condutor em acid n-trans
I716,Aneurisma aorta toraco-abdom s/menc ruptura
X232,Escolas outr instit areas admin publica
H500,Estrabismo convergente concomitante
E237,Transt NE da hipofise
Z573,Exposicao ocupacional a outr contam do ar
V069,Acid NE se trans ou nao-trans
T375,Drogas antivirais
X464,Rua e estrada
W420,Residencia
N338,Transt da bexiga em outr doenc COP
Q220,Atresia da valva pulmonar
F320,Episodio depressivo leve
B34,Doenc p/virus de localiz NE
Y792,Proteses outr impl incl materiais acessorios
G471,Disturbios do sono p/sonolencia excessiva
S841,Traum do nervo peronial ao nivel da perna
M792,Nevralgia e neurite NE
Q264,Comunicacao venosa pulmonar anormal NE
C51,Neopl malig da vulva
X344,Rua e estrada
C418,Lesao invasiva ossos e cartilag articulares
W800,Residencia
X837,Fazenda
Y453,Outr drogas antiinflamatorias nao-esteroides
X585,Areas de comercio e de servicos
B870,Miiase cutanea
R227,Tumefacao massa tumoracao localiz mult local
Y732,Proteses outr impl incl materiais acessorios
B66,Outr infestacoes p/trematodeos
C919,Leucemia linfoide NE
Z320,Gravidez nao confirmada
A961,Febre hemorragica de Machupo
X973,Area p/a pratica de esportes e atletismo
T486,Antiasmaticos NCOP
S00,Traum superf da cabeca
I428,Outr cardiomiopatias
I240,Tromb coronaria q n result infarto miocardio
Q38,Outr malform congen lingua boca e faringe
S120,Frat da primeira vertebra cervical
X511,Habitacao coletiva
W406,Areas industriais e em construcao
I352,Estenose aortica c/insuf
B36,Outr micoses superf
C185,Flexura esplenica
S983,Amput traum de outr partes do pe
S32,Frat da coluna lombar e da pelve
T491,Antipruriginosos
Z018,Outr exames especiais espec
E051,Tireotoxicose c/bocio toxico uninodular
I272,Outra hipertensão pulmonar secundária
H05,Transt da orbita
V611,Passageiro acid n-trans
M907,Frat ossea em doenc neoplasicas
J439,Enfisema NE
S580,Amput traum ao nivel do cotovelo
Q611,Rim policistico tipo infantil
K054,Periodontose
V155,Passageiro em acid trans
L651,Efluvio anageno
S981,Amput traum de apenas um artelho
Y70,Disp anestesiologia assoc incid adversos
R467,Verborr pormenores circunst masc mot consult
Y238,Outr locais espec
D002,Estomago
Q897,Malformacoes congen mult NCOP
W218,Outr locais espec
Z888,Hist pess alerg outr drog medic subst biolog
G213,Parkinsonismo pos-encefalitico
M993,Estenose ossea do canal medular
N360,Fistula uretral
V509,Ocupante NE acid trans
M715,Outr bursites NCOP
H499,Estrabismo paralitico NE
W469,Contato com agulha hipodérmica - local não especif
W512,Escolas outr instit areas admin publica
V512,Pessoa viajando ext veic acid n-trans
F143,Sindr de abstinencia
I430,Cardiomiopatia em doenc infecc e parasit COP
V485,Condutor acid trans
V112,Ciclista NE em acid n-trans
B238,Doenc p/HIV result em outr afeccoes espec
M612,Calcificacao e ossificacao paralit musculo
X292,Escolas outr instit areas admin publica
P102,Hemorragia intraventricular dev traum parto
Z377,Outr nascimentos mult todos natimortos
Q781,Displasia poliostotica fibrosa
D437,Outr partes do sist nervoso central
O077,Outr form e NE falh prov abort compl embolia
W270,Residencia
E22,Hiperfuncao da hipofise
W41,Exposicao a um jato de alta pressao
S23,Luxacao entorse distensao artic lig do torax
D140,Ouvido medio cav nasal e seios paranasais
A200,Peste bubonica
T856,Complic mec out disp prot impl enx int espec
M212,Deform em flexao
W928,Outr locais espec
G972,Hipotensao intracran conseq deriv ventric
D81,Defic imunitarias combinadas
A49,Infecc bacter de local NE
F409,Transt fobico-ansioso NE
X150,Residencia
Z760,Emissao de prescricao de repeticao
F739,S/mencao de compr do comport
E033,Hipotireoidismo pos-infecc
C780,Neopl malig secund dos pulmoes
Y098,Outr locais espec
W415,Areas de comercio e de servicos
D201,Peritonio
M700,Sinovite crepitante cronica da mao e punho
J668,Doenc vias aereas dev outr poeiras org espec
D107,Hipofaringe
V582,Pessoa viajando ext veic acid n-trans
P969,Afeccoes originadas no periodo perinatal NE
W908,Outr locais espec
T000,Traum superf envolv a cabeca c/o pescoco
Z608,Outr problemas relacionados c/o meio social
Y367,Oper guer env arm quim out meios comb n-conv
W201,Habitacao coletiva
T313,Queim envolv de 30-39% da superf corporal
K23,Transt do esofago em doenc COP
K751,Flebite da veia porta
N210,Calculose na bexiga
X810,Residencia
O283,Achados ultrasson anorm rastr antenatal mae
C519,Vulva NE
D369,Neopl benig de localiz NE
T51,Efeito toxico do alcool
S276,Traum da pleura
D231,Pele da palpebra incl o canto
W235,Areas de comercio e de servicos
T700,Otite barotraumatica
Y56,Subst topic pele membr muc uso oft otor dent
E032,Hipotireoidismo dev medic outr subst exogen
T11,Outr traum de membro super nivel NE
W587,Fazenda
X86,Agressao p/meio de subst corrosivas
W924,Rua e estrada
M924,Osteocondrose juvenil da rotula
T953,Sequelas queim corrosao geladura membro inf
K460,Hernia abdominal NE c/obstrucao s/gangrena
S355,Traum de vaso sanguineo iliaco
D520,Anemia p/defic de folato na dieta
P78,Outr transt ap digestivo periodo perinatal
T337,Geladura superf do joelho e da perna
R192,Peristaltismo visivel
H541,Cegueira um olho e visao subnormal em outr
M997,Estenose tec conj e disco forames intervert
F80,Transt especificos desenvolv fala linguagem
C12,Neopl malig do seio piriforme
Y314,Rua e estrada
F318,Outr transt afetivos bipolares
I083,Transt das valvas mitral aortica tricuspide
Q743,Artrogripose congen mult
F181,Uso nocivo p/a saude
R50,Febre orig desconhecida
G039,Meningite NE
C837,Tumor de Burkitt
K624,Estenose do anus e do reto
B008,Outr form de infecc dev virus do herpes
L660,Pseudopelada
W814,Rua e estrada
Z243,Necess imuniz contra a febre amarela
S666,Traum musc flexores tend mult niv punho mao
C491,Tec conjuntivo e moles membr sup incl ombro
P780,Perfuracao intestinal no periodo perinatal
T935,Sequelas traum musculo tendao membro infer
F116,Sindr amnesica
L431,Liquen plano bolhoso
Q336,Hipoplasia e displasia do pulmao
B839,Helmintiase NE
V453,Ocupante NE acid n-trans
Z53,Pessoas cont serv saude proced esp n realiz
A548,Outr infecc gonococicas
W104,Rua e estrada
Z716,Aconselhamento p/o abuso de fumo
A050,Intox alimentar estafilococica
E833,Disturbios do metabolismo do fosforo
V352,Pessoa viajando ext veic acid n-trans
Y578,Outr drogas e medicamentos
V245,Passageiro acid trans
T530,Tetracloreto de carbono
W183,Area p/a pratica de esportes e atletismo
T870,Complic de reimplante de extremidade super
T97,Sequelas efeit tox subst orig pred nao-medic
Q39,Malformacoes congen do esofago
V061,Acid trans
N12,Nefrite tubulo-intersticial NE aguda cronica
